Id,SalePrice_pred
1601,38201.53802385976
1602,123334.99567703462
1603,85485.71087678242
1604,293560.98243875144
1605,240654.65798269107
1606,155161.26253646525
1607,162596.31921796675
1608,211768.41974542927
1609,183331.3137579929
1610,152524.91388169272
1611,132654.3484763748
1612,188480.75662057227
1613,161797.55144116541
1614,149027.56738755346
1615,87799.84905234759
1616,71193.68759353855
1617,81904.16360164744
1618,117654.11901184564
1619,154586.80068837164
1620,156419.79002754882
1621,131378.53706239004
1622,145244.81886291035
1623,263435.6976624412
1624,209934.5887632533
1625,110614.4453900839
1626,173891.21000546735
1627,183930.7441882237
1628,283884.3070761842
1629,176695.6739571499
1630,320855.7169841742
1631,219144.9920452085
1632,227290.89533145953
1633,188389.20469272815
1634,186403.2389783644
1635,175525.08096970094
1636,148646.70668559463
1637,182361.41346513407
1638,201085.92334091818
1639,182558.0749484701
1640,246572.95401943108
1641,182562.0470222726
1642,256884.0280632662
1643,226789.4498817933
1644,228215.03118985816
1645,212223.79683544094
1646,159481.7729154083
1647,161596.6107929373
1648,124661.90010011036
1649,129592.69880143733
1650,118514.83034352603
1651,117810.35270858071
1652,103011.79159172116
1653,105887.802136016
1654,143527.61571006427
1655,132016.78626601072
1656,132242.82307553195
1657,144529.33368030514
1658,146385.8766216228
1659,118819.75847697534
1660,143235.55403729834
1661,408933.82780747436
1662,369676.396937954
1663,371922.39498666243
1664,456803.9339256153
1665,332728.06422442064
1666,327567.0571281152
1667,360308.8730574969
1668,352728.81892471807
1669,322709.26211987465
1670,356857.6662995591
1671,262150.33008874365
1672,392968.60915661824
1673,290809.4556792863
1674,253763.7980338562
1675,201755.3270468812
1676,197534.50419184676
1677,214143.81334056452
1678,448685.163404339
1679,376506.2245020034
1680,323099.54046027025
1681,284687.1625111652
1682,322812.9209898165
1683,198296.22585975248
1684,187039.5798365043
1685,181962.09176649785
1686,166609.74941894124
1687,190833.46946574916
1688,192362.81941225796
1689,202636.5831748574
1690,199892.50039375713
1691,192783.85251807797
1692,275102.34032411093
1693,191991.98468626177
1694,180583.23677572864
1695,177818.80646983578
1696,261646.08871856309
1697,185295.43277136836
1698,328134.06483981037
1699,309456.23035851074
1700,267107.85567304713
1701,278845.5304841914
1702,246624.29295353178
1703,242520.19955094118
1704,266780.07658299536
1705,257908.53921392024
1706,402788.81829570234
1707,232148.40608323694
1708,202322.806559825
1709,252732.60352395783
1710,216054.16574554658
1711,275414.8952322872
1712,244075.2135849742
1713,269507.0319216578
1714,221550.08829950908
1715,207125.3261122818
1716,184857.1392475716
1717,184317.08153255645
1718,145093.8273191191
1719,229023.87079494595
1720,239773.58209078113
1721,180701.2529295592
1722,136156.23698486845
1723,161740.21494932764
1724,203591.89461848597
1725,230223.75613303608
1726,189824.21255228517
1727,140538.33698668086
1728,194403.27429492242
1729,157431.73252599168
1730,168605.42410176477
1731,128585.32691372921
1732,132128.48736126666
1733,109980.61060244605
1734,112536.56061131692
1735,139769.7344749336
1736,109889.40040299049
1737,292287.4756224302
1738,255159.01373794526
1739,259011.9679535489
1740,197815.76316927484
1741,183284.9447785542
1742,170341.13221137776
1743,175206.4844631
1744,322493.54778955504
1745,226530.76759973806
1746,238502.969856811
1747,219116.84643085
1748,233176.88710848376
1749,143883.30637108634
1750,140537.98032351866
1751,241330.2816972833
1752,109421.11647467452
1753,148034.38352753318
1754,201816.30351141698
1755,159799.38906199124
1756,126284.0106514084
1757,113059.03039890989
1758,147343.32749944017
1759,163374.3630335498
1760,163859.81295636477
1761,151017.63985613102
1762,185420.70215132632
1763,197725.17026957148
1764,109029.34966818037
1765,194946.051431221
1766,190215.3319699113
1767,213893.12965787877
1768,141281.06179023866
1769,160830.92190680333
1770,154751.63778199547
1771,127161.3054314194
1772,132522.4769840617
1773,112907.04890194446
1774,145910.6900828701
1775,133662.1709163345
1776,137669.22044617604
1777,108659.43531634388
1778,139716.0640307486
1779,119078.20083115829
1780,186138.27823805707
1781,124104.87332590396
1782,66029.37124475859
1783,139663.91368233832
1784,93252.212130793
1785,136028.52655243938
1786,155504.64634666554
1787,175907.68859971676
1788,46821.55328944158
1789,103087.49049970914
1790,44645.03747705159
1791,211073.69790626148
1792,162013.33734282604
1793,132657.3907798247
1794,165873.10180320163
1795,126904.03057125019
1796,146825.41419981312
1797,138367.3139139599
1798,123210.43147424748
1799,106037.75066179418
1800,136709.15037090483
1801,114210.27788109955
1802,148102.44453623684
1803,162434.3790540606
1804,115674.3935881803
1805,137998.19618889448
1806,127300.26884569207
1807,155922.8306635393
1808,123715.61693768899
1809,125629.82605787154
1810,146599.05501308013
1811,100684.91683395626
1812,106147.92141653717
1813,119352.10045343888
1814,87627.48010917792
1815,34103.934774450696
1816,96308.5216521152
1817,110177.62505020961
1818,169482.33463136453
1819,134194.86719003395
1820,49866.04367580864
1821,124337.76868976475
1822,157453.60044634456
1823,39765.591098021294
1824,147339.82749756039
1825,146829.6773640411
1826,102004.42337000303
1827,100722.76755995482
1828,129534.04858681693
1829,147672.00075463922
1830,145577.22062774
1831,151854.93511659978
1832,76290.3557401235
1833,152103.1930528719
1834,117600.23509649704
1835,110894.32846647876
1836,127405.11411921868
1837,76915.24729628682
1838,111774.07796692151
1839,105411.08356823142
1840,149854.8146432396
1841,128409.14447394246
1842,88413.43279244434
1843,121230.66257429149
1844,148998.34697415304
1845,155532.76145591325
1846,150255.48871622252
1847,186700.92510815142
1848,30537.729012529046
1849,121280.16387967436
1850,111859.35098548263
1851,141303.6171749372
1852,120486.43146450914
1853,116305.58903184734
1854,168109.50110100582
1855,152597.65348009008
1856,224729.10089077143
1857,140496.80529599372
1858,162033.13514324356
1859,123164.6830924096
1860,146293.20580943604
1861,121996.88933469537
1862,298786.55180135963
1863,297281.50090629095
1864,297295.7212543802
1865,354956.1595639574
1866,351068.24463134125
1867,225844.29491541674
1868,282920.657376854
1869,209013.7789416581
1870,221564.3624500172
1871,271181.7691625047
1872,182351.70134030317
1873,226589.98473705078
1874,150990.2026936862
1875,203892.08147285343
1876,190766.95495937453
1877,203853.24239137777
1878,204678.63028038797
1879,117565.84249467088
1880,131846.45488640617
1881,236894.21095588463
1882,242188.22471196944
1883,193934.99478788403
1884,204033.48923608812
1885,253821.99515143136
1886,289585.0210332893
1887,221029.3945644556
1888,258986.48217282235
1889,174976.8068971103
1890,105738.01524128982
1891,146698.5842885772
1892,86855.57087613166
1893,129083.1511758623
1894,115159.15388785707
1895,132002.43216350814
1896,119200.43982510165
1897,97130.92947547432
1898,111582.54258249563
1899,165981.499836394
1900,158034.51224782947
1901,168596.0595590423
1902,161504.09454645804
1903,228137.8219748078
1904,164920.19498167117
1905,202243.50758924196
1906,154460.3170542479
1907,218002.67653453504
1908,119004.8575288195
1909,152897.7995357968
1910,129809.37624234278
1911,227789.00504080887
1912,296342.9504694417
1913,163425.54782088826
1914,65342.59297951854
1915,327071.949038069
1916,33069.58221442491
1917,248178.6759782018
1918,140191.31402660705
1919,165164.21725748474
1920,153969.25595857963
1921,379002.22467905213
1922,342095.14524273097
1923,222828.68761421076
1924,213801.73675333365
1925,212644.6859497857
1926,372842.01944210776
1927,125245.5196335431
1928,150235.2219851335
1929,113981.20175980014
1930,136555.5238822022
1931,133488.98665014424
1932,133105.96163621303
1933,196569.73958078926
1934,176959.35352039812
1935,165812.75640360155
1936,199676.7822553207
1937,173632.52883903385
1938,167944.44587051787
1939,253629.85148671982
1940,198234.9670287195
1941,167738.60170204483
1942,178170.4836313462
1943,224010.04642248355
1944,359968.61275532015
1945,377558.44003497344
1946,131665.7306440985
1947,325864.15275261353
1948,156389.0945033488
1949,244016.48455939535
1950,193175.13320255277
1951,235623.17754871293
1952,207388.62799109862
1953,175357.6121396603
1954,191690.58715198198
1955,127590.21441876078
1956,272172.67167269916
1957,148486.0145400364
1958,276237.2019423904
1959,142271.21383979707
1960,96569.889810648
1961,122939.16755351974
1962,95513.64570043959
1963,110212.36471001914
1964,99890.08394651803
1965,138522.9535172628
1966,134778.3678886385
1967,301159.72663476237
1968,410915.0083207702
1969,386352.2432345484
1970,396365.49794325675
1971,455925.6076490218
1972,365203.1500628679
1973,293021.85958453076
1974,342248.2191660871
1975,456454.97982074576
1976,282420.90833830764
1977,366735.2008425093
1978,347278.6368630864
1979,310087.907534085
1980,195757.26523365348
1981,341127.45740475843
1982,216022.86653583622
1983,199236.8053032872
1984,186224.4065649007
1985,238796.790779124
1986,209769.48569311944
1987,209474.85889147743
1988,178165.17407274852
1989,199446.7136814734
1990,215456.0594859522
1991,224234.3181735764
1992,225506.13254538988
1993,183895.63909514862
1994,239947.80471607516
1995,185633.58924154541
1996,290688.8228701464
1997,334355.43927710404
1998,307880.86536505516
1999,297404.5864025478
2000,315976.49341083784
2001,283430.48616017104
2002,255237.32036060147
2003,244579.45998221257
2004,276454.0095441669
2005,248029.46997407457
2006,216045.10114878858
2007,248568.05814770327
2008,219655.9089059574
2009,202622.07422335097
2010,200357.273875225
2011,152382.069962314
2012,186270.8548834458
2013,170826.24659317193
2014,179148.26665395056
2015,194382.46210115604
2016,192150.54839446783
2017,196709.1032512606
2018,118690.12839413619
2019,141605.32422824868
2020,93350.89362386269
2021,92887.69881906817
2022,181633.91998902572
2023,147699.79002148146
2024,291820.0310685874
2025,357395.43549544294
2026,165275.36012983453
2027,151412.64079535723
2028,159587.67364250598
2029,159170.72614773753
2030,259333.82329753003
2031,243607.32506869052
2032,271215.2924059939
2033,251619.82732882397
2034,176285.9829641677
2035,224643.5549790467
2036,200904.8970491744
2037,203549.10128572673
2038,325267.23611221596
2039,232199.12415813722
2040,310457.1703077295
2041,289213.6110348441
2042,214005.68515801593
2043,174470.01154819984
2044,185708.42330520682
2045,195313.67562506374
2046,137838.15775419152
2047,147386.19606340406
2048,145657.76990159508
2049,136650.00166063156
2050,176023.52006024317
2051,113235.60218804545
2052,128540.548384195
2053,144226.99267810414
2054,72879.38893896087
2055,156799.55221214792
2056,153015.64150915053
2057,107028.45643507896
2058,208974.06534386196
2059,124547.15247537167
2060,172861.61995836452
2061,189472.86942814518
2062,122410.82612346817
2063,113791.56972608788
2064,126711.88343965325
2065,117293.79381844384
2066,169517.15519041475
2067,135138.77639671494
2068,141583.25690133014
2069,77857.49167153782
2070,102100.935141602
2071,82260.33020696965
2072,141461.3302046966
2073,133585.2100081617
2074,155537.72488771685
2075,161019.54108683387
2076,122691.2718301671
2077,151090.1347602724
2078,125346.234348954
2079,139747.06047492079
2080,118504.49210002333
2081,126743.05446694377
2082,139469.13943459062
2083,149173.02727646235
2084,100309.82563514514
2085,114108.13513470613
2086,141389.87094552722
2087,131574.10408954768
2088,88797.90290328981
2089,74998.92103520244
2090,128680.83418281496
2091,87630.81895007103
2092,128903.65455950086
2093,150283.55824983655
2094,117819.34463632708
2095,130767.40829643217
2096,80766.91908795401
2097,95037.47205029384
2098,151778.59989327076
2099,30811.178970670124
2100,75340.90496898878
2101,108059.12758028934
2102,143017.8751759055
2103,89521.64091810056
2104,151295.20080392688
2105,139250.06349996527
2106,22950.915647381567
2107,204431.39059588817
2108,116779.13492015435
2109,102159.24813767841
2110,126039.24384995941
2111,155729.5147243873
2112,132266.41182440685
2113,124149.11971772484
2114,120881.54721455873
2115,164101.75623499352
2116,118607.02300358407
2117,150319.40913735988
2118,135124.71286163764
2119,107510.92840400182
2120,118790.74810679635
2121,94353.20027495082
2122,103782.7131546132
2123,84627.81105360884
2124,184108.99533075196
2125,137814.02165307265
2126,155038.55939668993
2127,167458.26024878785
2128,139001.53822630268
2129,101768.16479331868
2130,136968.02302646486
2131,149098.3013035279
2132,104909.0542482266
2133,127240.98075968411
2134,111858.5882098577
2135,100896.92840284284
2136,52318.67022275692
2137,117155.36984698253
2138,139925.0703931594
2139,148263.38477680023
2140,137300.17717332637
2141,176626.86520969617
2142,124733.29163211565
2143,143233.72320247348
2144,116289.02851563928
2145,148405.93467175122
2146,194062.1010780907
2147,142563.63354250652
2148,140206.60333056428
2149,152211.30553514423
2150,229573.58435603374
2151,129720.1294464416
2152,169682.51233530277
2153,193403.82326845566
2154,91938.6184786277
2155,138344.19519964617
2156,264914.5298167964
2157,225773.24914011
2158,235129.02335667936
2159,234528.79514363513
2160,190025.23157042573
2161,236045.38198091774
2162,369939.1663400488
2163,347415.1769441365
2164,250656.01332975377
2165,199016.25163642925
2166,159361.03108114217
2167,225368.98346388727
2168,186307.39219954258
2169,193687.8202415727
2170,208582.37983547602
2171,163591.53814044764
2172,132023.31840122555
2173,175748.3242830681
2174,220395.43697681822
2175,266164.312833122
2176,301100.0621705001
2177,232215.90293367123
2178,218615.892139145
2179,143087.87858155958
2180,226122.77835727815
2181,193762.55395434197
2182,215140.9375056568
2183,192402.8817108237
2184,122716.49276233821
2185,136953.5458708039
2186,137428.8089927207
2187,152704.3377426428
2188,159758.9371221275
2189,321037.52449127624
2190,70608.29611282803
2191,62158.675005651254
2192,71972.13068515726
2193,113467.19256314084
2194,99684.43609838183
2195,81051.4268024193
2196,113403.28051030537
2197,96220.30879419859
2198,158927.17784915766
2199,177795.2176655019
2200,144268.92030711423
2201,148322.2084884051
2202,197524.2391805659
2203,148879.55451389268
2204,169433.56037251293
2205,129169.4984441558
2206,157549.11037999426
2207,219795.56542770338
2208,241720.60479191362
2209,216719.45005791823
2210,121790.46925077093
2211,122188.68850562106
2212,122222.55789170433
2213,108837.42524742064
2214,154182.52386923213
2215,100122.40890148572
2216,149194.1656873377
2217,45777.384953955305
2218,86204.54952182145
2219,77828.19474498605
2220,52002.384887082895
2221,327775.4010978744
2222,303635.2904955301
2223,286593.0771385734
2224,219199.6000980715
2225,126814.62608702747
2226,179842.98598057235
2227,203258.21698734313
2228,291832.6427004183
2229,242125.80254674726
2230,156266.96382504198
2231,215710.43659625604
2232,176765.46645892106
2233,179922.0351130412
2234,255600.27993192896
2235,234378.93138417887
2236,245915.49662425084
2237,303199.2487870218
2238,219591.4141431171
2239,122871.37193219998
2240,164088.87424058633
2241,145208.85730327817
2242,122436.03213520242
2243,129384.32542572718
2244,100317.50082454951
2245,112758.6832170737
2246,136816.73791619507
2247,123618.90690874161
2248,124199.27038804334
2249,115969.16923021869
2250,128111.46901778465
2251,109172.03127459192
2252,177725.71166593814
2253,168332.0612391493
2254,178289.46134635925
2255,191245.82245926798
2256,179662.94729784265
2257,212061.63092373026
2258,153046.01625472325
2259,168802.46455299074
2260,160166.98898257333
2261,215963.1447466857
2262,232174.0799822343
2263,357730.126765928
2264,412243.2296205488
2265,173430.99833489172
2266,305097.29550218396
2267,356900.424706805
2268,415622.7702489806
2269,152568.1927429517
2270,192935.04036078663
2271,209729.4960477159
2272,210264.63218233705
2273,157954.31420521287
2274,177507.4530787974
2275,153734.48323554144
2276,198859.8765731111
2277,190736.89972134453
2278,156432.0499390497
2279,126729.29811700524
2280,106958.70487083905
2281,163816.92112800071
2282,171709.35021622354
2283,114221.75692257458
2284,129756.98923460467
2285,130579.98227952093
2286,114617.01611698414
2287,386325.386629798
2288,293821.58037275256
2289,333337.47590989305
2290,417225.2711938614
2291,346386.8446489039
2292,411125.0560120469
2293,434621.3137449452
2294,389224.08992084395
2295,428602.9560067401
2296,259854.95604679856
2297,371714.0938189719
2298,367695.148244346
2299,351751.7299918048
2300,326678.29250125494
2301,329883.66486384365
2302,256093.6940449962
2303,247435.46737776234
2304,249053.6351235498
2305,203598.66635904164
2306,199018.78423633127
2307,209190.48810271316
2308,215815.86483462292
2309,301718.47312539344
2310,207320.22999804287
2311,214616.41817833396
2312,183897.94500714616
2313,178556.8885161128
2314,183490.72140748313
2315,181393.07731732618
2316,209156.1235238616
2317,187185.8762058734
2318,183955.20775340465
2319,187976.3241845062
2320,181623.59364034602
2321,249177.43447858247
2322,196302.92386004876
2323,206178.6310796727
2324,197437.24586960167
2325,209141.90582063206
2326,195864.1080064235
2327,204503.77543532764
2328,224237.19928614105
2329,185885.45563241318
2330,180650.3160163291
2331,324437.35893413145
2332,400073.08465446427
2333,320788.1831587354
2334,279453.2178098257
2335,306503.09500594554
2336,311793.1742297541
2337,204664.11832002597
2338,254037.38115560508
2339,225042.68715389835
2340,380175.0419814731
2341,217266.2479360025
2342,235116.7383139404
2343,224547.47582977754
2344,229121.62299456244
2345,228777.56893887147
2346,210941.59220367807
2347,199381.72373398
2348,242803.56033468532
2349,186835.0384150743
2350,316451.92857416073
2351,270283.1735801336
2352,245988.26293174294
2353,249182.2096274462
2354,149123.65549309473
2355,160591.57543697124
2356,162451.13991483027
2357,191592.3623400556
2358,194533.71449915468
2359,119391.51571543812
2360,117099.03694944824
2361,149759.51798670916
2362,252298.68339527224
2363,157725.60888692757
2364,184132.65445267118
2365,215359.24333712392
2366,188535.7915037613
2367,208507.6346683504
2368,217469.73381033837
2369,204828.64191342558
2370,160822.0995000341
2371,155228.1095199439
2372,195338.91647966707
2373,285650.4539084659
2374,315585.4953069645
2375,256312.99327742006
2376,292962.4887142781
2377,321489.43671323854
2378,150706.8647327017
2379,225216.44346541716
2380,154245.57231619203
2381,173237.63559383384
2382,216440.07848954137
2383,194229.47358421606
2384,232565.72963413585
2385,158553.87350850154
2386,133385.2162669031
2387,132262.900691905
2388,109672.61192195144
2389,118683.98718219792
2390,146941.6363191511
2391,136460.57666216514
2392,111358.8047124121
2393,165250.41891697134
2394,144247.53283671977
2395,210115.42417331674
2396,146826.43808583688
2397,212298.45532420865
2398,124063.03293280756
2399,62496.592195204925
2400,60352.66983164249
2401,124091.55769385195
2402,138434.72510325172
2403,138211.03251458728
2404,146508.50426038896
2405,161461.80840776625
2406,136684.36801160418
2407,123896.3596710175
2408,153478.60028077557
2409,105691.93585857886
2410,184306.75014740397
2411,110022.39199699662
2412,157614.0850123709
2413,122185.13995242667
2414,162220.17202098615
2415,127265.79317204532
2416,126104.59644480367
2417,133943.60650112003
2418,132133.5364716408
2419,119947.22910714304
2420,119425.71164137186
2421,140378.30965687855
2422,98803.56521691178
2423,114561.82562364906
2424,150339.4026350344
2425,214460.3023440832
2426,121600.61677747866
2427,126965.18363452147
2428,188959.23259811403
2429,99087.39170766807
2430,135785.47034277872
2431,107276.54231601441
2432,141510.6024100038
2433,152294.20262869232
2434,139611.33308978804
2435,157864.88764354715
2436,123611.85803216549
2437,101999.44556405443
2438,113774.3247680621
2439,106165.00071586188
2440,129325.23055153347
2441,101641.65857066576
2442,90143.65260167206
2443,138553.40778292928
2444,109459.84316025791
2445,83466.68215034374
2446,131207.42354459228
2447,195255.73900326568
2448,138594.56147314128
2449,117062.79084322078
2450,147673.52131747967
2451,119391.90591307689
2452,196353.3966797233
2453,92986.22191135438
2454,105315.51405831643
2455,117291.46789135736
2456,148546.76721601107
2457,126247.2351147318
2458,138253.06342612338
2459,109760.14275252166
2460,156564.14930762092
2461,140076.98411521403
2462,132090.2960585326
2463,135589.8388213924
2464,174475.17928587907
2465,136575.30659914968
2466,119584.1380126719
2467,153187.70943601022
2468,83690.15903613021
2469,73219.70580599605
2470,209402.47293348284
2471,224367.6480640561
2472,166861.4534903998
2473,106045.60021774337
2474,66164.06472136929
2475,217803.7930853458
2476,95089.20156856162
2477,103553.91290759378
2478,141564.89671390186
2479,107795.63458275492
2480,156768.42568090715
2481,130805.48673952703
2482,120655.92478440324
2483,106085.26089869432
2484,132048.95307160734
2485,134262.993973443
2486,147050.39672310595
2487,190903.90045491236
2488,162053.6714583806
2489,165443.21104281288
2490,143884.15165115317
2491,103219.1833804595
2492,197375.58331186042
2493,160287.90894275557
2494,149645.7480632048
2495,91791.4857449713
2496,231339.01156185137
2497,155688.3718376456
2498,108233.35362553899
2499,73495.58591928643
2500,104574.43176048175
2501,140655.5345383129
2502,145616.93351945886
2503,83536.17393796201
2504,175362.0933540514
2505,224194.0894180478
2506,251827.54429465084
2507,268708.6005185642
2508,248974.57501687648
2509,214608.30381310638
2510,207907.2954029058
2511,180425.05776011248
2512,225519.1078035008
2513,226764.3861918271
2514,276542.8449893829
2515,139804.11275627767
2516,172611.1536841514
2517,144439.09041021063
2518,150873.86363905662
2519,236658.55999337143
2520,208248.34152394877
2521,192106.7384811884
2522,221745.49986012786
2523,113489.57457983609
2524,127800.40108242673
2525,121387.80297312586
2526,138234.8594850631
2527,119141.93859343813
2528,124049.9493325204
2529,166369.96722198473
2530,130540.53127283753
2531,261882.56083894393
2532,220539.865252843
2533,202936.65083234714
2534,250775.46911254624
2535,274470.56201530044
2536,226704.77283808548
2537,240233.5777612898
2538,188856.41694571817
2539,196906.53404610808
2540,185325.23178345026
2541,185989.28824741623
2542,170057.54701161926
2543,124095.2055870481
2544,109908.16286596717
2545,135175.6938713677
2546,126120.21543716412
2547,151043.90237445722
2548,166846.2551278408
2549,151562.7661696056
2550,597394.5286452295
2551,156867.9475957522
2552,136058.07686431112
2553,58101.785445278496
2554,85109.6283160867
2555,98162.50932079046
2556,84348.33973874537
2557,105467.85847942426
2558,179363.09196395442
2559,132277.00591485112
2560,150719.5312898017
2561,150911.2629185295
2562,150978.89773259815
2563,148647.92400244522
2564,208516.02454981802
2565,164080.79102759724
2566,147422.93229495693
2567,125291.62689314148
2568,201301.25085967386
2569,197297.74778481547
2570,122917.70833719513
2571,180671.52230449536
2572,168893.3737653803
2573,210985.72555302116
2574,306317.8951565742
2575,141756.44398456757
2576,128171.78510112115
2577,165176.25682128032
2578,81566.0269898495
2579,29778.789942789037
2580,117889.29267042657
2581,126386.9702765221
2582,133084.22200655643
2583,284739.13855841995
2584,160601.22651402152
2585,184362.76148721078
2586,212607.06496081964
2587,194806.35210618237
2588,130057.75610900336
2589,149335.40817569615
2590,204104.5653650892
2591,260634.5002657187
2592,215377.76938621874
2593,253427.10739157302
2594,175634.89796555295
2595,219498.04199179402
2596,287353.49202198576
2597,203830.26104382533
2598,280226.61220107554
2599,357605.58595951693
2600,177458.06238324792
2601,158975.55721252676
2602,69091.6113206683
2603,91844.64086037374
2604,82926.3575913074
2605,69205.3063676211
2606,132882.43600759094
2607,231221.51548595485
2608,200546.54884823924
2609,172384.07162262977
2610,108186.69176896242
2611,129956.43090690329
2612,153981.15154912492
2613,130621.23705876975
2614,114716.51729562687
2615,157371.5626764638
2616,158105.40371883727
2617,196988.77288174452
2618,231916.76127628292
2619,208365.64995445407
2620,187353.93630746787
2621,171374.2228342374
2622,181483.16733020026
2623,229651.54792803104
2624,269576.667271985
2625,267047.083927494
2626,167467.6067241127
2627,166860.62391308608
2628,422173.90143321326
2629,466842.6850207333
2630,358257.0779333253
2631,419161.90063671395
2632,385351.490535349
2633,300626.102294573
2634,398503.49566436314
2635,153667.93184160258
2636,183899.54908625616
2637,219351.93057379156
2638,267676.7923179832
2639,183198.22872498125
2640,150083.89447380003
2641,99074.34861907594
2642,173632.12252477594
2643,116960.3474701654
2644,115390.84604333524
2645,111562.42917067092
2646,95043.01934153207
2647,113481.17322590889
2648,141557.47342013536
2649,162144.88114734134
2650,133056.73972681348
2651,131030.1887561419
2652,371805.58759653254
2653,255853.20735646336
2654,272199.81059221143
2655,401951.1057914929
2656,330381.6583638946
2657,351081.9321384156
2658,328856.4739501589
2659,340117.4448817425
2660,350025.03859983257
2661,358466.4626869326
2662,382324.25336016377
2663,271587.6763211651
2664,294289.93067915994
2665,329531.93470500695
2666,291610.02811109123
2667,183015.44094550915
2668,192907.30476619134
2669,189070.73808851276
2670,272198.91642561817
2671,194460.71129406188
2672,194532.1927094697
2673,200439.41232389357
2674,200741.61622486962
2675,185874.24485581895
2676,200310.80113532057
2677,198071.03071891583
2678,248860.91025527706
2679,284124.75578106707
2680,293330.00347161334
2681,407609.83861187537
2682,320468.73306654126
2683,482675.9552654923
2684,338264.9270787712
2685,332700.8277763288
2686,248644.43332619086
2687,289219.9425811048
2688,221674.02268681471
2689,206179.45923286947
2690,363651.53420922556
2691,192372.46313521388
2692,151403.50819155393
2693,200658.91621914384
2694,155510.1125193519
2695,199052.78864234494
2696,186375.02958652424
2697,182679.9445056606
2698,204573.78434762207
2699,159830.1436012398
2700,139105.6722319112
2701,159622.15095006838
2702,119441.26675385148
2703,153866.58082103828
2704,138551.0551370395
2705,111045.74156615211
2706,104728.82010893857
2707,131698.51621246574
2708,120587.14886916897
2709,113510.83055480488
2710,131309.1577038549
2711,277781.76811201905
2712,386722.88627691177
2713,164356.5230338136
2714,148503.40057687866
2715,163818.72137450232
2716,145608.87304359907
2717,198174.2430109283
2718,220561.88226386943
2719,130818.81569974904
2720,189637.12733865625
2721,136872.31787953226
2722,172765.35292223902
2723,154112.30418303434
2724,135821.49451629314
2725,124611.62948222453
2726,133724.72192814274
2727,166296.71914905927
2728,182508.9098571007
2729,146498.1577346728
2730,138547.83985222917
2731,132646.42495334978
2732,133939.63840889794
2733,162290.0962968578
2734,156996.12825057068
