,PassengerId,Survived_pred,Probability
144,1036,0,0.30282926632209733
145,1037,0,0.18086653258512123
146,1038,0,0.18581567079960476
147,1039,0,0.12505447675684253
148,1040,0,0.2865441866489948
149,1041,0,0.12100959077808848
150,1042,1,0.9394181091451809
151,1043,0,0.1504847173791025
152,1044,0,0.08809940133317139
153,1045,1,0.526094790751182
154,1046,0,0.11164021281444274
155,1047,0,0.12505447675684253
156,1048,1,0.9287115190111175
157,1049,0,0.44469152537761425
158,1050,0,0.30282926632209733
159,1051,1,0.5065265043720579
160,1052,1,0.7271060147406532
161,1053,1,0.5426856820117828
162,1054,1,0.8921391488193545
163,1055,0,0.3143678149419187
164,1056,0,0.12291479639945188
165,1057,1,0.5472410732771845
166,1058,0,0.22477730977784546
167,1059,0,0.15814794605893867
168,1060,1,0.9245152827384919
169,1061,0,0.44469152537761425
170,1062,0,0.12356816780922969
171,1063,0,0.18434213572929864
172,1064,0,0.23264293724902357
173,1065,0,0.1504847173791025
174,1066,0,0.09487133597989737
175,1067,1,0.8949994841424931
176,1068,1,0.9068989950967966
177,1069,0,0.4199048552732618
178,1070,1,0.9196381624611483
179,1071,1,0.9464022454134089
180,1072,0,0.12419343440248153
181,1073,0,0.38890016103394975
182,1074,1,0.9342874483600133
183,1075,0,0.14101630570173027
184,1076,1,0.9109784568412633
185,1077,0,0.13245806847313044
186,1078,1,0.9024111288657399
187,1079,0,0.12330994347564242
188,1080,0,0.1194771690431702
189,1081,0,0.12291479639945188
190,1082,0,0.1306256731960844
191,1083,0,0.1584190618816153
192,1084,0,0.274394911877445
193,1085,0,0.12111958135387803
194,1086,1,0.5714663352373551
195,1087,0,0.11794518822724956
196,1088,1,0.9224397590455845
197,1089,0,0.44469152537761425
198,1090,0,0.12568618567153794
199,1091,0,0.46152443050557834
200,1092,1,0.6941870519574936
201,1093,1,0.8750186323222939
202,1094,0,0.28918447219346416
203,1095,1,0.9137855240717988
204,1096,0,0.12568618567153794
205,1097,0,0.19127034878015906
206,1098,1,0.5986086056153078
207,1099,0,0.12568618567153794
208,1100,1,0.9231672902694892
209,1101,0,0.12505447675684253
210,1102,0,0.17155351250271036
211,1103,0,0.11796396875043892
212,1104,0,0.17580615690164839
213,1105,1,0.9217643127495359
214,1106,0,0.4774452163868818
215,1107,0,0.19796451765482917
216,1108,1,0.61301198697494
217,1109,0,0.2490242746874221
218,1110,1,0.942887472480492
219,1111,0,0.12356816780922969
220,1112,1,0.915412275371699
221,1113,0,0.12505447675684253
222,1114,1,0.8854256309194555
223,1115,0,0.12505447675684253
224,1116,1,0.9186795527275966
225,1117,1,0.568487632002559
226,1118,0,0.12505447675684253
227,1119,1,0.61301198697494
228,1120,0,0.09923221287033754
229,1121,0,0.12291479639945188
230,1122,0,0.17580615690164839
231,1123,1,0.91547505374078
232,1124,0,0.11279879616366398
233,1125,0,0.14101630570173027
234,1126,0,0.36577213478440396
235,1127,0,0.12505447675684253
236,1128,0,0.31003590163347505
237,1129,0,0.18434213572929864
238,1130,1,0.8837883022346094
239,1131,1,0.946772302136011
240,1132,1,0.9186795527275966
241,1133,1,0.9286930376746569
242,1134,0,0.33935282699050967
243,1135,0,0.12356816780922969
244,1136,0,0.12100959077808848
245,1137,0,0.19796451765482917
246,1138,1,0.9024111288657399
247,1139,0,0.15478749425821361
248,1140,1,0.9186752938918299
249,1141,1,0.5497810328640642
250,1142,1,0.7597528484308075
251,1143,0,0.12505447675684253
252,1144,0,0.3457560308234495
253,1145,0,0.12505447675684253
254,1146,0,0.12229506835368555
255,1147,0,0.12356816780922969
256,1148,0,0.14101630570173027
257,1149,0,0.12356816780922969
258,1150,1,0.8854256309194555
259,1151,0,0.12505447675684253
260,1152,0,0.1306256731960844
261,1153,0,0.12505447675684253
262,1154,1,0.9198656607970375
263,1155,1,0.7308081325891411
264,1156,0,0.1512226837701041
265,1157,0,0.12356816780922969
266,1158,0,0.09444402880942993
267,1159,0,0.12356816780922969
268,1160,0,0.46152443050557834
269,1161,0,0.12505447675684253
270,1162,0,0.36195114661483707
271,1163,0,0.14101630570173027
272,1164,1,0.9201740692597492
273,1165,1,0.6907712688835758
274,1166,0,0.1504847173791025
275,1167,1,0.9009893890772084
276,1168,0,0.12419343440248153
277,1169,0,0.1306256731960844
278,1170,0,0.13197245516661193
279,1171,0,0.12568618567153794
280,1172,0,0.44469152537761425
281,1173,1,0.90435768921168
282,1174,1,0.61301198697494
283,1175,1,0.6043827890818091
284,1176,1,0.6671975035173239
285,1177,0,0.11794518822724956
286,1178,0,0.12356816780922969
287,1179,0,0.33753204478637666
288,1180,0,0.1504847173791025
289,1181,0,0.12356816780922969
290,1182,0,0.18581567079960476
291,1183,0,0.30086605953272505
292,1184,0,0.1504847173791025
293,1185,0,0.3238262791610118
294,1186,0,0.11794518822724956
295,1187,0,0.12505447675684253
296,1188,1,0.8167469895547966
297,1189,0,0.16038467945315313
298,1190,0,0.18581567079960476
299,1191,0,0.12356816780922969
300,1192,0,0.15894042678157907
301,1193,0,0.12284983416543048
302,1194,0,0.12146050910572757
303,1195,0,0.12505447675684253
304,1196,1,0.61301198697494
305,1197,1,0.915588515088652
306,1198,0,0.30565608101344655
307,1199,1,0.8889451273202958
308,1200,0,0.31618057214993944
309,1201,0,0.3851354467100575
310,1202,0,0.12505447675684253
311,1203,0,0.18434213572929864
312,1204,0,0.12356816780922969
313,1205,1,0.5826206594891048
314,1206,1,0.948971625899926
315,1207,1,0.713420109492516
316,1208,0,0.3948557434330114
317,1209,0,0.12568618567153794
318,1210,0,0.12505447675684253
319,1211,0,0.17181768594335525
320,1212,0,0.12505447675684253
321,1213,0,0.18434213572929864
322,1214,0,0.12568618567153794
323,1215,0,0.30282926632209733
324,1216,1,0.9390374271400216
325,1217,0,0.11913141071396334
326,1218,1,0.8934825118926915
327,1219,0,0.36195114661483707
328,1220,0,0.13197245516661193
329,1221,0,0.12568618567153794
330,1222,1,0.9265350403272953
331,1223,0,0.3402797708182175
332,1224,0,0.1504847173791025
333,1225,1,0.6898845197731719
334,1226,0,0.12505447675684253
335,1227,0,0.1584190618816153
336,1228,0,0.15971206357105233
337,1229,0,0.12125781864347164
338,1230,0,0.1741121912582812
339,1231,0,0.1504847173791025
340,1232,0,0.12568618567153794
341,1233,0,0.15894042678157907
342,1234,0,0.09794369459926376
343,1235,1,0.942887472480492
344,1236,0,0.09035637946056167
345,1237,1,0.6469848288357789
346,1238,0,0.12568618567153794
347,1239,1,0.8185320974169568
348,1240,0,0.12568618567153794
349,1241,1,0.9389721839656469
350,1242,1,0.9260914156657558
351,1243,0,0.12568618567153794
352,1244,0,0.17580615690164839
353,1245,0,0.15606338067993564
354,1246,1,0.7699588255291869
355,1247,0,0.16066183639741347
356,1248,1,0.9334509847893483
357,1249,0,0.12356816780922969
358,1250,0,0.14101630570173027
359,1251,1,0.5472410732771845
360,1252,0,0.08332709120058868
361,1253,1,0.9158910110183497
362,1254,1,0.9389721839656469
363,1255,0,0.12505447675684253
364,1256,1,0.9546688529462487
365,1257,0,0.08849744278686048
366,1258,0,0.11490260624451427
367,1259,0,0.18019671519235222
368,1260,1,0.9260914156657558
369,1261,0,0.1512226837701041
370,1262,0,0.12393408819809726
371,1263,1,0.9590929740939934
372,1264,0,0.08921595725034781
373,1265,0,0.12291479639945188
374,1266,1,0.9397726470080586
375,1267,1,0.9340924066821777
376,1268,0,0.440734114743301
377,1269,0,0.12568618567153794
378,1270,0,0.18304638301798484
379,1271,0,0.2570000196196983
380,1272,0,0.14101630570173027
381,1273,0,0.142678319447071
382,1274,0,0.4309684886576807
383,1275,1,0.530361056752963
384,1276,0,0.12419343440248153
385,1277,1,0.8952644730770659
386,1278,0,0.12505447675684253
387,1279,0,0.11541991758607059
388,1280,0,0.142678319447071
389,1281,0,0.1175067707878348
390,1282,0,0.33753204478637666
391,1283,1,0.9170138160584359
392,1284,0,0.13270211050542463
393,1285,0,0.10395800291330104
394,1286,0,0.0803082995176066
395,1287,1,0.9074226886621437
396,1288,0,0.142678319447071
397,1289,1,0.946772302136011
398,1290,0,0.12505447675684253
399,1291,0,0.1663849792414026
400,1292,1,0.9309473585803809
401,1293,0,0.1306256731960844
402,1294,1,0.9271376921118107
403,1295,0,0.18789019527456374
404,1296,0,0.28232378666971875
405,1297,0,0.327569952826988
406,1298,0,0.12393408819809726
407,1299,0,0.30026834378493245
408,1300,1,0.7271060147406532
409,1301,1,0.6156760405350288
410,1302,1,0.61301198697494
411,1303,1,0.9482799450997775
412,1304,0,0.46152443050557834
413,1305,0,0.12356816780922969
414,1306,1,0.9497944422133445
415,1307,0,0.11794518822724956
416,1308,0,0.12356816780922969
417,1309,0,0.14746258420422104
